rfc,title,year,tags,full_paths
RFC9429,JavaScript Session Establishment Protocol (JSEP),2024,webrtc;sdp;rtp,real-time-communications / rtp | real-time-communications / sdp | real-time-communications / webrtc
RFC9430,Extension of the Datagram Transport Layer Security (DTLS) Profile for Authentication and Authorization for Constrained Environments (ACE) to Transport Layer Security (TLS),2023,ace;dtls;tls;oauth;iot,iot-and-constrained-networks / ace | iot-and-constrained-networks / iot | security / oauth | security / tls | security / tls / dtls
RFC9431,Message Queuing Telemetry Transport (MQTT) and Transport Layer Security (TLS) Profile of Authentication and Authorization for Constrained Environments (ACE) Framework,2023,ace;tls;iot,iot-and-constrained-networks / ace | iot-and-constrained-networks / iot | security / tls
RFC9432,DNS Catalog Zones,2023,dns,naming-and-discovery / dns
RFC9433,Segment Routing over IPv6 for the Mobile User Plane,2023,ip-mobility;srv6;segment-routing;ipv6,internet-layer / ip-mobility | internet-layer / ipv6 | routing / segment-routing | routing / segment-routing / srv6
RFC9434,Drone Remote Identification Protocol (DRIP) Architecture,2023,drip;ident,internet-layer / drip | security / cryptography / ident
RFC9435,Considerations for Assigning a New Recommended Differentiated Services Code Point (DSCP),2023,diffserv,transport / qos / diffserv
RFC9436,PIM Message Type Space Extension and Reserved Bits,2023,pim;multicast,routing / multicast | routing / multicast / pim
RFC9437,Publish/Subscribe Functionality for the Locator/ID Separation Protocol (LISP),2023,lisp,routing / lisp
RFC9438,CUBIC for Fast and Long-Distance Networks,2023,tcp;congestion-control,transport / congestion-control | transport / tcp
RFC9439,Application-Layer Traffic Optimization (ALTO) Performance Cost Metrics,2023,alto;json,applications-and-data-formats / alto | applications-and-data-formats / json
RFC9440,Client-Cert HTTP Header Field,2023,http,web / http
RFC9441,Static Context Header Compression (SCHC) Compound Acknowledgement (ACK),2023,lpwan;header-compression;schc;iot,iot-and-constrained-networks / iot | iot-and-constrained-networks / lpwan | iot-and-constrained-networks / lpwan / schc | transport / header-compression
RFC9442,Static Context Header Compression (SCHC) over Sigfox Low-Power Wide Area Network (LPWAN),2023,lpwan;header-compression;schc;iot,iot-and-constrained-networks / iot | iot-and-constrained-networks / lpwan | iot-and-constrained-networks / lpwan / schc | transport / header-compression
RFC9443,Multiplexing Scheme Updates for QUIC,2023,rtp;stun;turn;quic;dtls,real-time-communications / nat-traversal / stun | real-time-communications / nat-traversal / turn | real-time-communications / rtp | security / tls / dtls | transport / quic
RFC9444,Automated Certificate Management Environment (ACME) for Subdomains,2023,acme,security / pki / acme
RFC9445,RADIUS Extensions for DHCP-Configured Services,2023,doh;dns;quic;dhcp;radius;cryptography,internet-layer / dhcp | naming-and-discovery / dns | naming-and-discovery / dns / dns-privacy / doh | security / aaa / radius | security / cryptography | transport / quic
RFC9446,Reflections on Ten Years Past the Snowden Revelations,2023,privacy,security / privacy
RFC9447,Automated Certificate Management Environment (ACME) Challenges Using an Authority Token,2023,acme,security / pki / acme
RFC9448,TNAuthList Profile of Automated Certificate Management Environment (ACME) Authority Token,2023,acme;stir,real-time-communications / sip / stir | security / pki / acme
RFC9449,OAuth 2.0 Demonstrating Proof of Possession (DPoP),2023,oauth,security / oauth
RFC9450,Reliable and Available Wireless (RAW) Use Cases,2023,detnet,routing / detnet
RFC9451,"Operations, Administration, and Maintenance (OAM) Packet and Behavior in the Network Service Header (NSH)",2023,sfc;oam,network-operations / oam | routing / sfc
RFC9452,Network Service Header (NSH) Encapsulation for In Situ OAM (IOAM) Data,2023,sfc;oam,network-operations / oam | routing / sfc
RFC9453,Applicability and Use Cases for IPv6 over Networks of Resource-constrained Nodes (6lo),2023,6lowpan;ipv6;iot,internet-layer / ipv6 | iot-and-constrained-networks / 6lowpan | iot-and-constrained-networks / iot
RFC9454,Update to OSPF Terminology,2023,ospf;terminology,governance-and-process / terminology | routing / ospf
RFC9455,Avoiding Route Origin Authorizations (ROAs) Containing Multiple IP Prefixes,2023,rpki,routing / routing-security / rpki
RFC9456,Updates to the TLS Transport Model for SNMP,2023,dtls;tls;mib;snmp,network-operations / snmp | network-operations / snmp / mib | security / tls | security / tls / dtls
RFC9457,Problem Details for HTTP APIs,2023,http-apis;http;json;xml,applications-and-data-formats / json | applications-and-data-formats / xml | web / http | web / http / http-apis
RFC9458,Oblivious HTTP,2024,oblivious-http;http;tunneling;privacy,internet-layer / tunneling | security / privacy | web / http | web / http / oblivious-http
RFC9459,CBOR Object Signing and Encryption (COSE): AES-CTR and AES-CBC,2023,cose;aes;cbor,applications-and-data-formats / cbor | security / cose | security / cryptography / aes
RFC9460,Service Binding and Parameter Specification via the DNS (SVCB and HTTPS Resource Records),2023,dns;http3;http;hsts,naming-and-discovery / dns | web / http | web / http / http3 | web / web-security / hsts
RFC9461,Service Binding Mapping for DNS Servers,2023,dns;dns-privacy;doh,naming-and-discovery / dns | naming-and-discovery / dns / dns-privacy | naming-and-discovery / dns / dns-privacy / doh
RFC9462,Discovery of Designated Resolvers,2023,dns;dns-privacy;doh,naming-and-discovery / dns | naming-and-discovery / dns / dns-privacy | naming-and-discovery / dns / dns-privacy / doh
RFC9463,DHCP and Router Advertisement Options for the Discovery of Network-designated Resolvers (DNR),2023,dns;dns-privacy;doh;dhcp;cryptography,internet-layer / dhcp | naming-and-discovery / dns | naming-and-discovery / dns / dns-privacy | naming-and-discovery / dns / dns-privacy / doh | security / cryptography
RFC9464,Internet Key Exchange Protocol Version 2 (IKEv2) Configuration for Encrypted DNS,2023,ipsec;doh;dns;vpn;tunneling;ike,internet-layer / tunneling | naming-and-discovery / dns | naming-and-discovery / dns / dns-privacy / doh | routing / vpn | security / ipsec | security / ipsec / ike
RFC9465,PIM Null-Register Packing,2023,pim;multicast,routing / multicast | routing / multicast / pim
RFC9466,PIM Assert Message Packing,2023,pim,routing / multicast / pim
RFC9467,Relaxed Packet Counter Verification for Babel MAC Authentication,2024,babel;multicast;wifi,link-layer / wifi | routing / babel | routing / multicast
RFC9468,Unsolicited Bidirectional Forwarding Detection (BFD) for Sessionless Applications,2023,bfd,routing / bfd
RFC9469,Applicability of Ethernet Virtual Private Network (EVPN) to Network Virtualization over Layer 3 (NVO3) Networks,2023,overlay-networks;evpn;vpn;ethernet,link-layer / ethernet | routing / overlay-networks | routing / vpn | routing / vpn / evpn
RFC9470,OAuth 2.0 Step Up Authentication Challenge Protocol,2023,oauth,security / oauth
RFC9471,DNS Glue Requirements in Referral Responses,2023,dns,naming-and-discovery / dns
RFC9472,A YANG Data Model for Reporting Software Bills of Materials (SBOMs) and Vulnerability Information,2023,yang,network-operations / yang
RFC9473,A Vocabulary of Path Properties,2023,internet-architecture;terminology,governance-and-process / internet-architecture | governance-and-process / terminology
RFC9474,RSA Blind Signatures,2023,rsa,security / cryptography / rsa
RFC9475,Messaging Use Cases and Extensions for Secure Telephone Identity Revisited (STIR),2023,stir;sip,real-time-communications / sip | real-time-communications / sip / stir
RFC9476,The .alt Special-Use Top-Level Domain,2023,dns;internet-governance,governance-and-process / internet-governance | naming-and-discovery / dns
RFC9477,Complaint Feedback Loop Address Header,2023,message-format,messaging / email / message-format
RFC9478,Labeled IPsec Traffic Selector Support for the Internet Key Exchange Protocol Version 2 (IKEv2),2023,ipsec;ike,security / ipsec | security / ipsec / ike
RFC9479,IS-IS Application-Specific Link Attributes,2023,is-is,routing / is-is
RFC9480,Certificate Management Protocol (CMP) Updates,2023,pki;cms;cmp,security / cms | security / pki | security / pki / cmp
RFC9481,Certificate Management Protocol (CMP) Algorithms,2023,pki;cms;cmp,security / cms | security / pki | security / pki / cmp
RFC9482,Constrained Application Protocol (CoAP) Transfer for the Certificate Management Protocol,2023,ace;cmp;coap,iot-and-constrained-networks / ace | iot-and-constrained-networks / coap | security / pki / cmp
RFC9483,Lightweight Certificate Management Protocol (CMP) Profile,2023,pki;cms;cmp,security / cms | security / pki | security / pki / cmp
RFC9484,Proxying IP in HTTP,2023,masque;http;vpn;udp;quic,routing / vpn | transport / quic | transport / udp | web / http | web / http / masque
RFC9485,I-Regexp: An Interoperable Regular Expression Format,2023,jsonpath,applications-and-data-formats / json / jsonpath
RFC9486,"IPv6 Options for In Situ Operations, Administration, and Maintenance (IOAM)",2023,performance-measurement;ipv6,internet-layer / ipv6 | network-operations / performance-measurement
RFC9487,Export of Segment Routing over IPv6 Information in IP Flow Information Export (IPFIX),2023,srv6;segment-routing;ipv6;ipfix,internet-layer / ipv6 | network-operations / ipfix | routing / segment-routing | routing / segment-routing / srv6
RFC9488,Local Protection Enforcement in the Path Computation Element Communication Protocol (PCEP),2023,pce;ip-fast-reroute;segment-routing,routing / ip-fast-reroute | routing / segment-routing | routing / traffic-engineering / pce
RFC9489,Label Switched Path (LSP) Ping Mechanisms for EVPN and Provider Backbone Bridging EVPN (PBB-EVPN),2023,vpn;mpls;evpn;oam,network-operations / oam | routing / mpls | routing / vpn | routing / vpn / evpn
RFC9490,Report from the IAB Workshop on Management Techniques in Encrypted Networks (M-TEN),2024,cryptography;workshop-reports,governance-and-process / workshop-reports | security / cryptography
RFC9491,Integration of the Network Service Header (NSH) and Segment Routing for Service Function Chaining (SFC),2023,segment-routing;mpls;srv6;sfc,routing / mpls | routing / segment-routing | routing / segment-routing / srv6 | routing / sfc
RFC9492,OSPF Application-Specific Link Attributes,2023,ospf,routing / ospf
RFC9493,Subject Identifiers for Security Event Tokens,2023,secevent;jwt,security / oauth / jwt | security / secevent
RFC9494,Long-Lived Graceful Restart for BGP,2023,bgp,routing / bgp
RFC9495,Certification Authority Authorization (CAA) Processing for Email Addresses,2023,pki;cms;email,messaging / email | security / cms | security / pki
RFC9496,The ristretto255 and decaf448 Groups,2023,curve25519;elliptic-curve,security / cryptography / elliptic-curve | security / cryptography / elliptic-curve / curve25519
RFC9497,Oblivious Pseudorandom Functions (OPRFs) Using Prime-Order Groups,2023,elliptic-curve;ietf-process,governance-and-process / ietf-process | security / cryptography / elliptic-curve
RFC9498,The GNU Name System,2023,dns;cryptography;privacy,naming-and-discovery / dns | security / cryptography | security / privacy
RFC9499,DNS Terminology,2024,dns;terminology,governance-and-process / terminology | naming-and-discovery / dns
RFC9500,Standard Public Key Cryptography (PKC) Test Keys,2023,cryptography,security / cryptography
RFC9501,Open Participation Principle regarding Remote Registration Fee,2023,ietf-process,governance-and-process / ietf-process
RFC9502,IGP Flexible Algorithm in IP Networks,2023,is-is;ospf,routing / is-is | routing / ospf
RFC9503,Simple Two-Way Active Measurement Protocol (STAMP) Extensions for Segment Routing Networks,2023,performance-measurement;segment-routing;twamp;stamp,network-operations / performance-measurement | network-operations / performance-measurement / stamp | network-operations / performance-measurement / twamp | routing / segment-routing
RFC9504,Path Computation Element Communication Protocol (PCEP) Extensions for Stateful PCE Usage in GMPLS-Controlled Networks,2023,pce;gmpls,routing / mpls / gmpls | routing / traffic-engineering / pce
RFC9505,A Survey of Worldwide Censorship Techniques,2023,privacy;ietf-process,governance-and-process / ietf-process | security / privacy
RFC9506,Explicit Host-to-Network Flow Measurements Techniques,2023,performance-measurement;cryptography,network-operations / performance-measurement | security / cryptography
RFC9507,Information-Centric Networking (ICN) Traceroute Protocol Specification,2024,icn,internet-layer / icn
RFC9508,Information-Centric Networking (ICN) Ping Protocol Specification,2024,icn,internet-layer / icn
RFC9509,X.509 Certificate Extended Key Usage (EKU) for 5G Network Functions,2024,pki;cms;x509,security / cms | security / pki | security / pki / x509
RFC9510,Alternative Delta Time Encoding for Content-Centric Networking (CCNx) Using Compact Floating-Point Arithmetic,2024,iot;icn,internet-layer / icn | iot-and-constrained-networks / iot
RFC9511,Attribution of Internet Probes,2023,operational-security,network-operations / operational-security
RFC9512,YAML Media Type,2024,http-apis;media-types,messaging / mime / media-types | web / http / http-apis
RFC9513,OSPFv3 Extensions for Segment Routing over IPv6 (SRv6),2023,ospfv3;ospf;srv6;segment-routing;ipv6,internet-layer / ipv6 | routing / ospf | routing / ospf / ospfv3 | routing / segment-routing | routing / segment-routing / srv6
RFC9514,Border Gateway Protocol - Link State (BGP-LS) Extensions for Segment Routing over IPv6 (SRv6),2023,bgp;srv6;segment-routing;ipv6,internet-layer / ipv6 | routing / bgp | routing / segment-routing | routing / segment-routing / srv6
RFC9515,Revision to Registration Procedures for Multiple BMP Registries,2023,bgp;bmp,routing / bgp | routing / bgp / bmp
RFC9516,"Active Operations, Administration, and Maintenance (OAM) for Service Function Chaining (SFC)",2023,sfc;oam,network-operations / oam | routing / sfc
RFC9517,A URN Namespace for the Data Documentation Initiative (DDI),2024,urn,web / uri / urn
RFC9518,"Centralization, Decentralization, and Internet Standards",2023,internet-architecture,governance-and-process / internet-architecture
RFC9519,Update to the IANA SSH Protocol Parameters Registry Requirements,2024,ssh;iana,governance-and-process / iana | security / ssh
RFC9520,Negative Caching of DNS Resolution Failures,2023,dns,naming-and-discovery / dns
RFC9521,Bidirectional Forwarding Detection (BFD) for  Generic Network Virtualization Encapsulation (Geneve),2024,overlay-networks;geneve;bfd,routing / bfd | routing / overlay-networks | routing / overlay-networks / geneve
RFC9522,Overview and Principles of Internet Traffic Engineering,2024,traffic-engineering,routing / traffic-engineering
RFC9523,A Secure Selection and Filtering Mechanism for the Network Time Protocol with Khronos,2024,ntp,network-operations / time-synchronization / ntp
RFC9524,Segment Routing Replication for Multipoint Service Delivery,2024,segment-routing,routing / segment-routing
RFC9525,Service Identity in TLS,2023,tls,security / tls
RFC9526,Simple Provisioning of Public Names for Residential Networks,2024,homenet;dns,internet-layer / homenet | naming-and-discovery / dns
RFC9527,DHCPv6 Options for the Homenet Naming Authority,2024,homenet;dns;dhcpv6,internet-layer / dhcp / dhcpv6 | internet-layer / homenet | naming-and-discovery / dns
RFC9528,Ephemeral Diffie-Hellman Over COSE (EDHOC),2024,edhoc;cose;oscore;iot,iot-and-constrained-networks / ace / edhoc | iot-and-constrained-networks / coap / oscore | iot-and-constrained-networks / iot | security / cose
RFC9529,Traces of Ephemeral Diffie-Hellman Over COSE (EDHOC),2024,edhoc;cose,iot-and-constrained-networks / ace / edhoc | security / cose
RFC9530,Digest Fields,2024,http,web / http
RFC9531,Path Steering in Content-Centric Networking (CCNx) and Named Data Networking (NDN),2024,icn,internet-layer / icn
RFC9532,HTTP Proxy-Status Parameter for Next-Hop Aliases,2024,http,web / http
RFC9533,One-Way and Two-Way Active Measurement Protocol Extensions for Performance Measurement on a Link Aggregation Group,2024,performance-measurement;owamp;twamp;ecmp;internet-architecture,governance-and-process / internet-architecture | network-operations / performance-measurement | network-operations / performance-measurement / owamp | network-operations / performance-measurement / twamp | routing / routing-architecture / ecmp
RFC9534,Simple Two-Way Active Measurement Protocol Extensions for Performance Measurement on a Link Aggregation Group,2024,performance-measurement;twamp;stamp;ecmp;internet-architecture,governance-and-process / internet-architecture | network-operations / performance-measurement | network-operations / performance-measurement / stamp | network-operations / performance-measurement / twamp | routing / routing-architecture / ecmp
RFC9535,JSONPath: Query Expressions for JSON,2024,jsonpath;json,applications-and-data-formats / json | applications-and-data-formats / json / jsonpath
RFC9536,Registration Data Access Protocol (RDAP) Reverse Search,2024,epp;rdap,naming-and-discovery / domain-registration / epp | naming-and-discovery / domain-registration / rdap
RFC9537,Redacted Fields in the Registration Data Access Protocol (RDAP) Response,2024,epp;rdap;jsonpath,applications-and-data-formats / json / jsonpath | naming-and-discovery / domain-registration / epp | naming-and-discovery / domain-registration / rdap
RFC9538,Content Delivery Network Interconnection (CDNI) Delegation Using the Automated Certificate Management Environment,2024,cdn;http;acme,security / pki / acme | web / cdn | web / http
RFC9539,Unilateral Opportunistic Deployment of Encrypted Recursive-to-Authoritative DNS,2024,dns-privacy;dot;dns;quic;tls,naming-and-discovery / dns | naming-and-discovery / dns / dns-privacy | naming-and-discovery / dns / dns-privacy / dot | security / tls | transport / quic
RFC9540,Discovery of Oblivious Services via Service Binding Records,2024,oblivious-http;dns;http,naming-and-discovery / dns | web / http | web / http / oblivious-http
RFC9541,Flush Mechanism for Customer MAC Addresses Based on Service Instance Identifier (I-SID) in Provider Backbone Bridging EVPN (PBB-EVPN),2024,vpn;evpn;ethernet,link-layer / ethernet | routing / vpn | routing / vpn / evpn
RFC9542,IANA Considerations and IETF Protocol and Documentation Usage for IEEE 802 Parameters,2024,ethernet;cbor;iana;ietf-process,applications-and-data-formats / cbor | governance-and-process / iana | governance-and-process / ietf-process | link-layer / ethernet
RFC9543,A Framework for Network Slices in Networks Built from IETF Technologies,2024,traffic-engineering;ietf-process,governance-and-process / ietf-process | routing / traffic-engineering
RFC9544,Precision Availability Metrics (PAMs) for Services Governed by Service Level Objectives (SLOs),2024,performance-measurement,network-operations / performance-measurement
RFC9545,Path Segment Identifier in MPLS-Based Segment Routing Networks,2024,segment-routing;mpls,routing / mpls | routing / segment-routing
RFC9546,"Operations, Administration, and Maintenance (OAM) for Deterministic Networking (DetNet) with the MPLS Data Plane",2024,detnet;mpls;oam,network-operations / oam | routing / detnet | routing / mpls
RFC9547,"Report from the IAB Workshop on Environmental Impact of Internet Applications and Systems, 2022",2024,sustainability;workshop-reports,governance-and-process / workshop-reports | network-operations / sustainability
RFC9548,Generating Transport Key Containers (PFX) Using the GOST Algorithms,2024,cryptography,security / cryptography
RFC9549,Internationalization Updates to RFC 5280,2024,pki;cms;eai;internationalization,applications-and-data-formats / internationalization | messaging / email / eai | security / cms | security / pki
RFC9550,Deterministic Networking (DetNet): Packet Ordering Function,2024,detnet,routing / detnet
RFC9551,"Framework of Operations, Administration, and Maintenance (OAM) for Deterministic Networking (DetNet)",2024,detnet;oam,network-operations / oam | routing / detnet
RFC9552,Distribution of Link-State and Traffic Engineering Information Using BGP,2023,bgp;traffic-engineering,routing / bgp | routing / traffic-engineering
RFC9553,JSContact: A JSON Representation of Contact Data,2024,calendaring;vcard;json,applications-and-data-formats / calendaring | applications-and-data-formats / json | applications-and-data-formats / vcard
RFC9554,vCard Format Extensions for JSContact,2024,calendaring;vcard,applications-and-data-formats / calendaring | applications-and-data-formats / vcard
RFC9555,JSContact: Converting from and to vCard,2024,calendaring;vcard;json,applications-and-data-formats / calendaring | applications-and-data-formats / json | applications-and-data-formats / vcard
RFC9556,Internet of Things (IoT) Edge Challenges and Functions,2024,iot;internet-architecture,governance-and-process / internet-architecture | iot-and-constrained-networks / iot
RFC9557,Date and Time on the Internet: Timestamps with Additional Information,2024,time-zones,applications-and-data-formats / calendaring / time-zones
RFC9558,Use of GOST 2012 Signature Algorithms in DNSKEY and RRSIG Resource Records for DNSSEC,2024,dnssec;dns,naming-and-discovery / dns | naming-and-discovery / dns / dnssec
RFC9559,Matroska Media Container Format Specification,2024,matroska;ffv1,real-time-communications / codecs / ffv1 | real-time-communications / codecs / matroska
RFC9560,Federated Authentication for the Registration Data Access Protocol (RDAP) Using OpenID Connect,2024,epp;rdap,naming-and-discovery / domain-registration / epp | naming-and-discovery / domain-registration / rdap
RFC9561,Using the Parallel NFS (pNFS) SCSI Layout to Access Non-Volatile Memory Express (NVMe) Storage Devices,2024,nfs;iscsi,applications-and-data-formats / storage / iscsi | applications-and-data-formats / storage / nfs
RFC9562,Universally Unique IDentifiers (UUIDs),2024,uuid,naming-and-discovery / uuid
RFC9563,SM2 Digital Signature Algorithm for DNSSEC,2024,dnssec,naming-and-discovery / dns / dnssec
RFC9564,Faster Than Light Speed Protocol (FLIP),2024,april-1st,humor / april-1st
RFC9565,An Update to the tcpControlBits IP Flow Information Export (IPFIX) Information Element,2024,tcp;ipfix,network-operations / ipfix | transport / tcp
RFC9566,"Deterministic Networking (DetNet) Packet Replication, Elimination, and Ordering Functions (PREOF) via MPLS over UDP/IP",2024,detnet;mpls;udp,routing / detnet | routing / mpls | transport / udp
RFC9567,DNS Error Reporting,2024,dns,naming-and-discovery / dns
RFC9568,Virtual Router Redundancy Protocol (VRRP) Version 3 for IPv4 and IPv6,2024,vrrp;ipv6;ipv4,internet-layer / ipv4 | internet-layer / ipv6 | routing / vrrp
RFC9569,The Application-Layer Traffic Optimization (ALTO) Transport Information Publication Service (TIPS),2024,alto,applications-and-data-formats / alto
RFC9570,Deprecating the Use of Router Alert in LSP Ping,2024,mpls;oam,network-operations / oam | routing / mpls
RFC9571,Extension of RFC 6374-Based Performance Measurement Using Synonymous Flow Labels,2024,mpls;performance-measurement,network-operations / performance-measurement | routing / mpls
RFC9572,"Updates to EVPN Broadcast, Unknown Unicast, or Multicast (BUM) Procedures",2024,vpn;multicast;evpn;tunneling,internet-layer / tunneling | routing / multicast | routing / vpn | routing / vpn / evpn
RFC9573,MVPN/EVPN Tunnel Aggregation with Common Labels,2024,vpn;evpn;mvpn;tunneling,internet-layer / tunneling | routing / vpn | routing / vpn / evpn | routing / vpn / mvpn
RFC9574,Optimized Ingress Replication Solution for Ethernet VPNs (EVPNs),2024,vpn;evpn;ethernet,link-layer / ethernet | routing / vpn | routing / vpn / evpn
RFC9575,DRIP Entity Tag (DET) Authentication Formats and Protocols for Broadcast Remote Identification (RID),2024,drip,internet-layer / drip
RFC9576,The Privacy Pass Architecture,2024,privacy-pass;privacy,security / privacy | security / privacy-pass
RFC9577,The Privacy Pass HTTP Authentication Scheme,2024,privacy-pass;http;privacy,security / privacy | security / privacy-pass | web / http
RFC9578,Privacy Pass Issuance Protocols,2024,privacy-pass;privacy,security / privacy | security / privacy-pass
RFC9579,Use of Password-Based Message Authentication Code 1 (PBMAC1) in PKCS #12 Syntax,2024,pki;cms,security / cms | security / pki
RFC9580,OpenPGP,2024,openpgp;key-management,security / cryptography / key-management | security / openpgp
RFC9581,"Concise Binary Object Representation (CBOR) Tags for Time, Duration, and Period",2024,cbor;ntp;ptp,applications-and-data-formats / cbor | network-operations / time-synchronization / ntp | network-operations / time-synchronization / ptp
RFC9582,A Profile for Route Origin Authorizations (ROAs),2024,rpki;bgp,routing / bgp | routing / routing-security / rpki
RFC9583,Application Scenarios for the Quantum Internet,2024,key-management;post-quantum,security / cryptography / key-management | security / cryptography / post-quantum
RFC9584,RTP Payload Format for Essential Video Coding (EVC),2024,rtp;rtp-payload-format,real-time-communications / rtp | real-time-communications / rtp / rtp-payload-format
RFC9585,IMAP Response Code for Command Progress Notifications,2024,imap;sieve,messaging / email / imap | messaging / email / sieve
RFC9586,IMAP Extension for Using and Returning Unique Identifiers (UIDs) Only,2024,imap;sieve;uuid,messaging / email / imap | messaging / email / sieve | naming-and-discovery / uuid
RFC9587,YANG Data Model for OSPFv3 Extended Link State Advertisements (LSAs),2024,ospfv3;yang,network-operations / yang | routing / ospf / ospfv3
RFC9588,Kerberos Simple Password-Authenticated Key Exchange (SPAKE) Pre-authentication,2024,gssapi;kerberos;pake,security / cryptography / pake | security / gssapi | security / kerberos
RFC9589,On the Use of the Cryptographic Message Syntax (CMS) Signing-Time Attribute in Resource Public Key Infrastructure (RPKI) Signed Objects,2024,rpki;pki;cms,routing / routing-security / rpki | security / cms | security / pki
RFC9590,IMAP Extension for Returning Mailbox METADATA in Extended LIS,2024,imap;sieve,messaging / email / imap | messaging / email / sieve
RFC9591,The Flexible Round-Optimized Schnorr Threshold (FROST) Protocol for Two-Round Schnorr Signatures,2024,eddsa,security / cryptography / elliptic-curve / eddsa
RFC9592,Retiring the Tao of the IETF,2024,ietf-process,governance-and-process / ietf-process
RFC9593,Announcing Supported Authentication Methods in the Internet Key Exchange Protocol Version 2 (IKEv2),2024,ipsec;ike,security / ipsec | security / ipsec / ike
RFC9594,Key Provisioning for Group Communication Using Authentication and Authorization for Constrained Environments (ACE),2024,ace;key-management;coap;iot,iot-and-constrained-networks / ace | iot-and-constrained-networks / coap | iot-and-constrained-networks / iot | security / cryptography / key-management
RFC9595,YANG Schema Item iDentifier (YANG SID),2024,coap;yang;cbor,applications-and-data-formats / cbor | iot-and-constrained-networks / coap | network-operations / yang
RFC9596,"CBOR Object Signing and Encryption (COSE) ""typ"" (type) Header Parameter",2024,cose;cbor,applications-and-data-formats / cbor | security / cose
RFC9597,CBOR Web Token (CWT) Claims in COSE Headers,2024,cose;jose;cbor,applications-and-data-formats / cbor | security / cose | security / jose
RFC9598,Internationalized Email Addresses in X.509 Certificates,2024,pki;cms;eai;x509;internationalization,applications-and-data-formats / internationalization | messaging / email / eai | security / cms | security / pki | security / pki / x509
RFC9599,Guidelines for Adding Congestion Notification to Protocols that Encapsulate IP,2024,ecn;congestion-control;tunneling,internet-layer / tunneling | transport / congestion-control | transport / congestion-control / ecn
RFC9600,TRansparent Interconnection of Lots of Links (TRILL): Explicit Congestion Notification (ECN) Support,2024,trill;ecn;congestion-control,routing / trill | transport / congestion-control | transport / congestion-control / ecn
RFC9601,Propagating Explicit Congestion Notification across IP Tunnel Headers Separated by a Shim,2024,ecn;congestion-control;tunneling,internet-layer / tunneling | transport / congestion-control | transport / congestion-control / ecn
RFC9602,Segment Routing over IPv6 (SRv6) Segment Identifiers in the IPv6 Addressing Architecture,2024,ipv6;srv6;segment-routing,internet-layer / ipv6 | routing / segment-routing | routing / segment-routing / srv6
RFC9603,Path Computation Element Communication Protocol (PCEP) Extensions for IPv6 Segment Routing,2024,pce;srv6;segment-routing;ipv6,internet-layer / ipv6 | routing / segment-routing | routing / segment-routing / srv6 | routing / traffic-engineering / pce
RFC9604,Carrying Binding Label/SID in PCE-Based Networks,2024,pce,routing / traffic-engineering / pce
RFC9605,Secure Frame (SFrame): Lightweight Authenticated Encryption for Real-Time Media,2024,sframe;cryptography,real-time-communications / webrtc / sframe | security / cryptography
RFC9606,DNS Resolver Information,2024,dns;dns-privacy,naming-and-discovery / dns | naming-and-discovery / dns / dns-privacy
RFC9607,RTP Payload Format for the Secure Communication Interoperability Protocol (SCIP) Codec,2024,rtp;rtp-payload-format;codecs,real-time-communications / codecs | real-time-communications / rtp | real-time-communications / rtp / rtp-payload-format
RFC9608,No Revocation Available for X.509 Public Key Certificates,2024,pki;cms;x509,security / cms | security / pki | security / pki / x509
RFC9609,Initializing a DNS Resolver with Priming Queries,2025,dns,naming-and-discovery / dns
RFC9610,JSON Meta Application Protocol (JMAP) for Contacts,2024,jmap;json,applications-and-data-formats / json | messaging / email / jmap
RFC9611,Internet Key Exchange Protocol Version 2 (IKEv2) Support for Per-Resource Child Security Associations (SAs),2024,ipsec;ike,security / ipsec | security / ipsec / ike
RFC9612,Bidirectional Forwarding Detection (BFD) Reverse Path for MPLS Label Switched Paths (LSPs),2024,mpls;bfd;oam,network-operations / oam | routing / bfd | routing / mpls
RFC9613,Requirements for Solutions that Support MPLS Network Actions (MNAs),2024,mpls,routing / mpls
RFC9614,Partitioning as an Architecture for Privacy,2024,masque;oblivious-http;http;privacy,security / privacy | web / http | web / http / masque | web / http / oblivious-http
RFC9615,Automatic DNSSEC Bootstrapping Using Authenticated Signals from the Zone's Operator,2024,dns;dnssec,naming-and-discovery / dns | naming-and-discovery / dns / dnssec
RFC9616,Delay-Based Metric Extension for the Babel Routing Protocol,2024,babel;ntp,network-operations / time-synchronization / ntp | routing / babel
RFC9617,"A YANG Data Model for In Situ Operations, Administration, and Maintenance (IOAM)",2024,performance-measurement;yang;oam,network-operations / oam | network-operations / performance-measurement | network-operations / yang
RFC9618,Updates to X.509 Policy Validation,2024,pki;cms;x509,security / cms | security / pki | security / pki / x509
RFC9619,"In the DNS, QDCOUNT Is (Usually) One",2024,dns,naming-and-discovery / dns
RFC9620,Guidelines for Human Rights Protocol and Architecture Considerations,2024,privacy;ietf-process,governance-and-process / ietf-process | security / privacy
RFC9621,Architecture and Requirements for Transport Services,2025,taps,transport / taps
RFC9622,An Abstract Application Programming Interface (API) for Transport Services,2025,taps;happy-eyeballs,internet-layer / ipv6 / ipv6-transition / happy-eyeballs | transport / taps
RFC9623,Implementing Interfaces to Transport Services,2025,taps,transport / taps
